ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MANAGE_NO,FLAG_NM,TY_NM,PARKNG_SPCE_CO,MANAGE_FLAG_NM,UTILIIZA_LMTT_FLAG_NM,WKDAY_NM,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,UTILIIZA_CHRGE_CN,BASS_TIME,BASS_PRICE,ADIT_UNIT_TIME,ADIT_UNIT_PRICE,ONE_DAY_PARKNG_VLM_TIME,ONE_DAY_PARKNG_VLM_PRICE,MT_FDRM_PRICE,SETLE_MTH_CN,ADIT_DC,MANAGE_INSTT_NM,TEL_NO,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,PROVD_INSTT_NM1,PROVD_INSTT_NM2,RDNMADR_NM1,RDNMADR_NM2,RDNMADR_NM3,RDNMADR_NM4,RDNMADR_NM5,sigu_name
KC490PC22N007967,장소,주차장,화도 노상제2,경기도,남양주시,4136025628,화도읍,4136025600,화도읍,4.14E+11,경기도 남양주시 화도읍 수레로1260번길 17,12184,다사826611,127.3033648,37.64977596,222-1-000010,공영,노상,13,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,화도읍,수레로1260번길,17,남양주시
KC490PC22N007968,장소,주차장,별내면 노상제2,경기도,남양주시,4136031021,별내면,4136031000,별내면,4.14E+11,경기도 남양주시 별내면 청학로중앙길 41,12084,다사661678,127.1154636,37.70927307,222-1-000012,공영,노상,73,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,별내면,청학로중앙길,41,남양주시
KC490PC22N007969,장소,주차장,별내면 노상제4,경기도,남양주시,4136031021,별내면,4136031000,별내면,4.14E+11,경기도 남양주시 별내면 청학로68번길 40,12082,다사664676,127.1194617,37.70772498,222-1-000014,공영,노상,11,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,별내면,청학로68번길,40,남양주시
KC490PC22N007970,장소,주차장,별내면 노상제6,경기도,남양주시,4136031021,별내면,4136031000,별내면,4.14E+11,경기도 남양주시 별내면 청학로114번길 28,12085,다사659680,127.1135209,37.71106407,222-1-000016,공영,노상,15,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,별내면,청학로114번길,28,남양주시
KC490PC22N007971,장소,주차장,화도 제10공영,,,,,,,,,,다사829619,127.3068672,37.65730263,222-2-000018,공영,노외,169,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007972,장소,주차장,진건 제2공영,경기도,남양주시,4136025921,진건읍,4136025900,진건읍,4.14E+11,경기도 남양주시 진건읍 진건오남로 38,12140,다사717617,127.1795049,37.65448041,222-2-000020,공영,노외,29,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,진건읍,진건오남로,38,남양주시
KC490PC22N007973,장소,주차장,진건 제4공영(사릉 제2공영),,,,,,,,,,다사716612,127.1791026,37.65039476,222-2-000022,공영,노외,110,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007974,장소,주차장,별내면 제2공영,,,,,,,,,,다사657676,127.1118653,37.7076593,222-2-000024,공영,노외,30,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007975,장소,주차장,퇴계원 제2공영,,,,,,,,,,다사685613,127.1429941,37.65108019,222-2-000026,공영,노외,35,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007976,장소,주차장,퇴계원 제4공영,,,,,,,,,,다사687610,127.145591,37.64867932,222-2-000028,공영,노외,29,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007977,장소,주차장,호평 제2공영,,,,,,,,,,다사770619,127.239513,37.6566012,222-2-000030,공영,노외,104,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007978,장소,주차장,금곡 제1공영,경기도,남양주시,4136010300,금곡동,4136053000,금곡동,4.14E+11,경기도 남양주시 경춘로 883-36,12235,다사735592,127.2000004,37.63263977,222-2-000032,공영,노외,26,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,경춘로,883-36,,남양주시
KC490PC22N007979,장소,주차장,양정 제2공영,경기도,남양주시,4136010400,일패동,4136054000,양정동,4.14E+11,경기도 남양주시 홍유릉로 180-5,12246,다사734576,127.1987777,37.61750951,222-2-000034,공영,노외,41,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,홍유릉로,180-5,,남양주시
KC490PC22N007980,장소,주차장,다산 제2공영,,,,,,,,,,다사698562,127.1579824,37.60486538,222-2-000036,공영,노외,72,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007981,장소,주차장,오남 제1공영,,,,,,,,,,다사734661,127.1988665,37.69421943,222-2-000038,공영,노외,136,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N007984,장소,주차장,와부 제1공영,경기도,남양주시,4136025021,와부읍,4136025000,와부읍,4.14E+11,경기도 남양주시 와부읍 덕소로97번길 7-2,12209,다사746541,127.2124158,37.586596,222-2-000001,공영,노외,25,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,와부읍,덕소로97번길,07월 02일,남양주시
KC490PC22N007985,장소,주차장,와부 제4공영,경기도,남양주시,4136025023,와부읍,4136025000,와부읍,4.14E+11,경기도 남양주시 와부읍 팔당로 146-26,12277,다사775495,127.2462312,37.54516364,222-2-000003,공영,노외,34,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,와부읍,팔당로,146-26,남양주시
KC490PC22N007986,장소,주차장,진접 제3공영,경기도,남양주시,4136025321,진접읍,4136025300,진접읍,4.14E+11,경기도 남양주시 진접읍 금강로 1530-12,12010,다사730696,127.1937489,37.72610263,222-2-000007,공영,노외,48,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,진접읍,금강로,1530-12,남양주시
KC490PC22N007987,장소,주차장,화도 제1공영,경기도,남양주시,4136025621,화도읍,4136025600,화도읍,4.14E+11,경기도 남양주시 화도읍 마석중앙로 27,12179,다사826615,127.3030429,37.65316702,222-2-000009,공영,노외,111,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,화도읍,마석중앙로,27,남양주시
KC490PC22N007988,장소,주차장,화도 제3공영,경기도,남양주시,4136025621,화도읍,4136025600,화도읍,4.14E+11,경기도 남양주시 화도읍 마석로26번길 11,12176,다사834614,127.3118502,37.65235589,222-2-000011,공영,노외,27,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,화도읍,마석로26번길,11,남양주시
KC490PC22N007989,장소,주차장,화도 제5공영,경기도,남양주시,4136025621,화도읍,4136025600,화도읍,4.14E+11,경기도 남양주시 화도읍 비룡로 56-7,12175,다사826619,127.3028712,37.65695702,222-2-000013,공영,노외,25,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,화도읍,비룡로,Jul-56,남양주시
KC490PC22N007990,장소,주차장,화도 제7공영,경기도,남양주시,4136025628,화도읍,4136025600,화도읍,4.14E+11,경기도 남양주시 화도읍 경춘로창벌2길 15,12184,다사826612,127.3036239,37.6508992,222-2-000015,공영,노외,40,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,화도읍,경춘로창벌2길,15,남양주시
KC490PC22N008095,장소,주차장,광적복개주차장,경기도,양주시,,광적면,,광적면,4.16E+11,경기도 양주시 광적면 삼일로29번길 24,11419,다사548803,126.9867859,37.82182513,235-2-000006,공영,노외,74,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,광적면,삼일로29번길,24,양주시 광적면
KC490PC22N008096,장소,주차장,광적공영주차장,,,,,,,,,,다사544805,126.9827037,37.82382212,235-2-000008,공영,노외,74,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,양주도시공사,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,,,,,,양주시 
KC490PC22N008097,장소,주차장,가납공영주차장,경기도,양주시,4711311600,광적면,4711365500,광적면,4.16E+11,경기도 양주시 광적면 삼일로 20,11419,다사548802,126.9873475,37.82076207,235-2-000010,공영,노외,67,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,광적면,삼일로,20,양주시 광적면
KC490PC22N008098,장소,주차장,덕정지구(2)주차장,경기도,양주시,1117012800,고암동,1117062500,회천3동,4.16E+11,경기도 양주시 고암길 154-26,11457,다사624814,127.0733234,37.83215732,235-2-000012,공영,노외,26,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,고암길,154-26,,양주시 고암길
KC490PC22N008983,장소,주차장,회천종합물류,경기도,양주시,4163011000,덕정동,4163053000,회천1동,4.16E+11,경기도 양주시 회정로 80,11437,다사615818,127.0626233,37.83572982,235-4-000007,민영,노외,26,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,박용희,031-863-1234,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,회정로,80,,양주시 회정로
KC490PC22N008984,장소,주차장,신세대관광,경기도,양주시,4163011000,덕정동,4163053000,회천1동,4.16E+11,경기도 양주시 덕정2길 26,11450,다사615826,127.0628316,37.84297075,235-4-000009,민영,노외,18,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,민영철,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,덕정2길,26,,양주시 덕정2길
KC490PC22N008985,장소,주차장,양주스파월드 주차장,경기도,양주시,4163011000,덕정동,4163055000,회천3동,4.16E+11,경기도 양주시 화합로1402번길 25-5,11451,다사617824,127.0648174,37.84064913,235-4-000011,민영,노외,63,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,김생수,031-862-8444,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,화합로1402번길,05월 25일,,양주시 화합로1402번길
KC490PC22N008986,장소,주차장,덕정동,경기도,양주시,4163011000,덕정동,4163053000,회천1동,4.16E+11,경기도 양주시 화합로 1340,11450,다사614829,127.061716,37.84549338,235-4-000013,민영,노외,35,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,한상종,031-858-0524,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,화합로,1340,,양주시 화합로
KC490PC22N008987,장소,주차장,삼성주차장,부산광역시,해운대구,2635010600,중동,2635053000,중제1동,2.64E+11,부산광역시 해운대구 구남로29번길 16,48095,다사546846,126.9839046,37.86078282,235-4-000015,민영,노외,12,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,삼성정유㈜,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,부산광역시,해운대구,구남로29번길,16,,양주시 구남로29번길
KC490PC22N008988,장소,주차장,라인물류주차장,경기도,양주시,4163031026,은현면,4163031000,은현면,4.16E+11,경기도 양주시 은현면 그루고개로490번길 43,11431,다사573836,127.0153711,37.85159601,235-4-000017,민영,노외,10,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,박옥선,031-863-7202,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,은현면,그루고개로490번길,43,양주시 은현면
KC490PC22N008989,장소,주차장,한산리,경기도,양주시,4163032029,남면,4163032000,남면,4.16E+11,경기도 양주시 남면 삼육사로 423-7,11403,다사560902,126.9998544,37.9107064,235-4-000019,민영,노외,10,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,서민철,031-866-0303,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,남면,삼육사로,423-7,양주시 남면
KC490PC22N008990,장소,주차장,가석지구공영주차장(1),경기도,양주시,4711310200,광적면,4711352000,광적면,4.16E+11,경기도 양주시 광적면 광적로42번길 22,11419,다사545804,126.984015,37.8227193,235-2-000016,공영,노외,28,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,광적면,광적로42번길,22,양주시 광적면
KC490PC22N008991,장소,주차장,가석지구공영주차장(3),경기도,양주시,4711311100,광적면,4711352000,광적면,4.16E+11,경기도 양주시 광적면 지섬로198번길 15-15,11418,다사544801,126.9823249,37.82027506,235-2-000018,공영,노외,30,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,광적면,지섬로198번길,15-15,양주시 광적면
KC490PC22N008992,장소,주차장,가석지구공영주차장(5),경기도,양주시,4711310600,광적면,4711352000,광적면,4.16E+11,경기도 양주시 광적면 가래비13길 16-12,11419,다사544808,126.9821732,37.82661788,235-2-000020,공영,노외,7,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,광적면,가래비13길,12월 16일,양주시 광적면
KC490PC22N008993,장소,주차장,고읍(3) 공영주차장,경기도,양주시,4711311600,광사동,4711365500,양주2동,4.16E+11,경기도 양주시 고읍남로191번길 77,11491,다사630769,127.080442,37.79129711,235-2-000023,공영,노외,28,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,고읍남로191번길,77,,양주시 고읍남로191번길
KC490PC22N008994,장소,주차장,고읍(4) 공영주차장,경기도,양주시,4711311600,광사동,4711365500,양주2동,4.16E+11,경기도 양주시 고읍남로191번길 77,11491,다사630765,127.0804411,37.78828469,235-2-000025,공영,노외,209,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,고읍남로191번길,77,,양주시 고읍남로191번길
KC490PC22N008995,장소,주차장,덕계역(1) 공영주차장,,,,,,,,,,다사608799,127.0549573,37.81881378,235-2-000025,공영,노외,81,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,,,,,,양주시 
KC490PC22N008996,장소,주차장,옥정지구(1) 공영주차장,,,,,,,,,,다사639820,127.0899336,37.83755029,235-2-000025,공영,노외,131,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,,,,,,양주시 
KC490PC22N008997,장소,주차장,옥정(3) 공영주차장,,,,,,,,,,,,37.822207,235-2-000025,공영,노외,26,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,무료,0,0,,,,,,,,경기도 양주시청,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,,,,,,양주시 
KC490PC22N008998,장소,주차장,가납리주차장,경기도,양주시,4711310300,광적면,4711352000,광적면,4.16E+11,경기도 양주시 광적면 가래비6길 11-11,11419,다사547805,126.9855425,37.8236869,235-4-000001,민영,노외,29,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,최석구,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,광적면,가래비6길,11월 11일,양주시 광적면
KC490PC22N008999,장소,주차장,서울주차장,경기도,양주시,4163034023,장흥면,4163034000,장흥면,4.16E+11,경기도 양주시 장흥면 가마골로 4,11521,다사537689,126.9751393,37.71922861,235-4-000003,민영,노외,30,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,유동진,031-826-4108,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,장흥면,가마골로,4,양주시 장흥면
KC490PC22N009000,장소,주차장,두리주차장,경기도,양주시,4163011000,덕정동,4163055000,회천3동,4.16E+11,경기도 양주시 고암길 306-53,11456,다사619819,127.0680156,37.83671525,235-4-000005,민영,노외,61,1,미시행,평일+토요일+공휴일,9:00,23:59,9:00,23:59,9:00,23:59,혼합,30,600,10,200,24,7000,60000,현금+카드,,신명희,031-8082-6623,2022-11-01,5590000,경기도 양주시,20221101,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221101,경기도,양주시,경기도,양주시,고암길,306-53,,양주시 고암길
KC490PC22N009011,장소,주차장,이천고앞노상주차장(1개소),경기도,이천시,4150010100,창전동,4150051000,창전동,4.15E+11,경기도 이천시 아리역로16번길 20,17356,다사954208,127.4483759,37.28681775,230-1-000044,공영,노상,24,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 이천시청,031-644-2332,2022-11-11,4070000,경기도 이천시,20221111,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221111,경기도,이천시,경기도,이천시,아리역로16번길,20,,이천시 아리역로16번길
KC490PC22N009012,장소,주차장,오천리 공영주차장,경기도,이천시,4150034021,마장면,4150034000,마장면,4.15E+11,경기도 이천시 마장면 오천로24번길 11,17387,다사867172,127.3507883,37.25390593,230-2-000001,공영,노외,26,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 이천시청,031-644-8086,2022-11-11,4070000,경기도 이천시,20221111,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221111,경기도,이천시,경기도,이천시,마장면,오천로24번길,11,이천시 마장면
KC490PC22N009013,장소,주차장,사기막골공영노외주차장,경기도,이천시,4150011100,사음동,4150053000,관고동,4.15E+11,경기도 이천시 경충대로2993번길 47,17308,다사922216,127.412267,37.29387247,230-2-000003,공영,노외,66,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 이천시청,031-644-2332,2022-11-11,4070000,경기도 이천시,20221111,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221111,경기도,이천시,경기도,이천시,경충대로2993번길,47,,이천시 경충대로2993번길
KC490PC22N009014,장소,주차장,고인돌주차장,인천광역시,강화군,2871037023,하점면,2871037000,하점면,2.87E+11,경기도 이천시 신둔면 석동로161번길 116,23014,다사939259,127.4320672,37.33214971,230-2-000005,공영,노외,61,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 이천시청,031-644-2332,2022-11-11,4070000,경기도 이천시,20221111,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221111,경기도,이천시,경기도,이천시,신둔면,석동로161번길,116,이천시 신둔면
KC490PC22N009015,장소,주차장,북샛말공영주차장,경기도,이천시,4150010100,창전동,4150051000,창전동,4.15E+11,경기도 이천시 이섭대천로 1299,17356,다사954208,127.4484666,37.28615075,230-2-000007,공영,노외,177,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,200,5,5500,50000,현금+신용카드,경차·장애인 차량 50프로 할인,경기도 이천시청,031-635-2070,2022-11-11,4070000,경기도 이천시,20221111,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221111,경기도,이천시,경기도,이천시,이섭대천로,1299,,이천시 이섭대천로
